author,name,year,genres,annotation,s3_link,local_link
Бунин Иван Алексеевич,По следам парижской командировки,1975,"['Переписка', 'Эпистолярий', 'Об авторе']","Из писем Г. В. Адамовича, Т. А. Осоргиной-Бакуниной и Н. Б. Зайцевой-Соллогуб. Публикация Татьяны Николеску.",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2004_po_sledam_parizhskoy_komandirovki.txt,../data/Бунин Иван Алексеевич.По следам парижской командировки.1975.txt
Бунин Иван Алексеевич,Под Серпом и Молотом,1949,"['Сборник рассказов', 'Мемуары', 'Публицистика', 'Публицистика и воспоминания']","Сборник рассказов и вопсоминаний: Под Серпом и Молотом Богиня разума Андре Шенье Камилл Демулен Красный генерал Товарищ дозорный Notre-Dame de la Garde Илюшка Сокол Русь Автобиографические заметки Волошин Горький Его высочество Маяковский ""Третий Толстой"" Рахманинов Репин Джером Джером Шаляпин Куприн Семеновы и Бунины Эртель Гегель, фрак, метель",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2672.txt,../data/Бунин Иван Алексеевич.Под Серпом и Молотом.1949.txt
Бунин Иван Алексеевич,Подснежник,1927,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2360.txt,../data/Бунин Иван Алексеевич.Подснежник.1927.txt
Бунин Иван Алексеевич,Подторжье,1909,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1370.txt,../data/Бунин Иван Алексеевич.Подторжье.1909.txt
Бунин Иван Алексеевич,Поздней ночью,1899,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1140.txt,../data/Бунин Иван Алексеевич.Поздней ночью.1899.txt
Бунин Иван Алексеевич,Полуденный жар,1947,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2620.txt,../data/Бунин Иван Алексеевич.Полуденный жар.1947.txt
Бунин Иван Алексеевич,Полуночная зарница,1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2030.txt,../data/Бунин Иван Алексеевич.Полуночная зарница.1921.txt
Бунин Иван Алексеевич,Поросята,1930,"['Рассказ', 'Проза', 'Произведения, не включавшиеся в собрания сочинений']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2730.txt,../data/Бунин Иван Алексеевич.Поросята.1930.txt
Бунин Иван Алексеевич,Поруганный Спас,1926,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2320.txt,../data/Бунин Иван Алексеевич.Поруганный Спас.1926.txt
Бунин Иван Алексеевич,Последнее свидание,1912,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1530.txt,../data/Бунин Иван Алексеевич.Последнее свидание.1912.txt
Бунин Иван Алексеевич,Последний день,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1580.txt,../data/Бунин Иван Алексеевич.Последний день.1913.txt
Бунин Иван Алексеевич,Последняя весна,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1890.txt,../data/Бунин Иван Алексеевич.Последняя весна.1916.txt
Бунин Иван Алексеевич,Последняя осень,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1900.txt,../data/Бунин Иван Алексеевич.Последняя осень.1916.txt
Бунин Иван Алексеевич,Пост,1916,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1870.txt,../data/Бунин Иван Алексеевич.Пост.1916.txt
Бунин Иван Алексеевич,Поэт-самоучка,1888,"['Статья', 'Критика', 'Публицистика и воспоминания']",По поводу стихотворений Е. И. Назарова.,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1888_poet_samouchka.txt,../data/Бунин Иван Алексеевич.Поэт-самоучка.1888.txt
Бунин Иван Алексеевич,Прекраснейшая солнца,1932,"['Рассказ', 'Проза', 'Рассказы (1931-1952)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2520.txt,../data/Бунин Иван Алексеевич.Прекраснейшая солнца.1932.txt
Бунин Иван Алексеевич,Преображение,1921,"['Рассказ', 'Проза', 'Рассказы (1917-1923)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2040.txt,../data/Бунин Иван Алексеевич.Преображение.1921.txt
Бунин Иван Алексеевич,При дороге,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1670.txt,../data/Бунин Иван Алексеевич.При дороге.1913.txt
Бунин Иван Алексеевич,Птицы небесные,1909,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1360.txt,../data/Бунин Иван Алексеевич.Птицы небесные.1909.txt
Бунин Иван Алексеевич,Пыль,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1630.txt,../data/Бунин Иван Алексеевич.Пыль.1913.txt
Бунин Иван Алексеевич,Русак,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2210.txt,../data/Бунин Иван Алексеевич.Русак.1924.txt
Бунин Иван Алексеевич,С-ков. У И. А. Бунина: (Интервью),1902,"['Статья', 'Публицистика', 'Дополнительные материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1902_u_bunina.txt,../data/Бунин Иван Алексеевич.С-ков. У И. А. Бунина: (Интервью).1902.txt
Бунин Иван Алексеевич,Сверчок,1911,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1460.txt,../data/Бунин Иван Алексеевич.Сверчок.1911.txt
Бунин Иван Алексеевич,Святая ночь,1894,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1894_svyataya_noch_oldorfo.txt,../data/Бунин Иван Алексеевич.Святая ночь.1894.txt
Бунин Иван Алексеевич,Святитель,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2120.txt,../data/Бунин Иван Алексеевич.Святитель.1924.txt
Бунин Иван Алексеевич,Святые Горы,1895,"['Рассказ', 'Проза', 'Рассказы (1892-1909)']","Рассказ имел также название ""На Донце"".",https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1100.txt,../data/Бунин Иван Алексеевич.Святые Горы.1895.txt
Бунин Иван Алексеевич,Святые,1914,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1700.txt,../data/Бунин Иван Алексеевич.Святые.1914.txt
Бунин Иван Алексеевич,Сила,1911,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1440.txt,../data/Бунин Иван Алексеевич.Сила.1911.txt
Бунин Иван Алексеевич,Сказка,1913,"['Рассказ', 'Проза', 'Рассказы (1912-1916)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1650.txt,../data/Бунин Иван Алексеевич.Сказка.1913.txt
Бунин Иван Алексеевич,Сказки,1930,"['Рассказ', 'Проза', 'Произведения, не включавшиеся в собрания сочинений']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2740.txt,../data/Бунин Иван Алексеевич.Сказки.1930.txt
Бунин Иван Алексеевич,Скарабеи,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2140.txt,../data/Бунин Иван Алексеевич.Скарабеи.1924.txt
Бунин Иван Алексеевич,Скончался И. А. Бунин,1953,"['Очерк', 'Публицистика', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1953_bunin.txt,../data/Бунин Иван Алексеевич.Скончался И. А. Бунин.1953.txt
Бунин Иван Алексеевич,Слава,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2190.txt,../data/Бунин Иван Алексеевич.Слава.1924.txt
Бунин Иван Алексеевич,Слепой,1924,"['Рассказ', 'Проза', 'Рассказы (1924-1930)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_2160.txt,../data/Бунин Иван Алексеевич.Слепой.1924.txt
Бунин Иван Алексеевич,Смерть пророка,1911,"['Рассказ', 'Проза', 'Рассказы (1909-1911)']",,https://storage.yandexcloud.net/auth-def-2024/raw/bunin_i_a_text_1410.txt,../data/Бунин Иван Алексеевич.Смерть пророка.1911.txt
